id,era,typology,total_floor_area_m2,is_high_potential,grid_id,baseline_energy_kwh,R1_savings_kwh,R2_savings_kwh,R3_savings_kwh,R4_savings_kwh,R5_savings_kwh,R5_heating_savings_kwh,R5_cooling_savings_kwh
647155018,era3,midrise,2278.11,0,1296,342651.20,6424.27,7449.42,1116.27,49093.27,53535.59,33875.50,4419.53
647155021,era3,midrise,2053.67,0,1296,308892.25,5791.35,6715.50,1006.30,44256.59,48261.25,30538.07,3984.12
647155023,era3,midrise,855.80,0,1296,128720.38,2413.36,2798.47,419.34,18442.49,20111.30,12725.75,1660.25
647155025,era3,midrise,1239.07,0,1296,186368.24,3494.18,4051.76,607.14,26701.96,29118.14,18424.97,2403.80
647155027,era2,lowrise,3527.21,1,1337,745757.73,36577.17,16789.52,22468.33,199005.19,257803.78,204542.91,38764.04
647155028,era3,midrise,3321.50,1,1337,499587.28,9366.63,10861.31,1627.54,71578.32,78055.25,49390.71,6443.71
647155029,era3,midrise,737.83,0,1296,110977.57,2080.68,2412.70,361.54,15900.24,17339.01,10971.53,1431.39
647155030,era3,midrise,4231.95,1,1337,636526.99,11934.10,13838.48,2073.66,91198.52,99450.82,62929.10,8209.98
647155034,era2,midrise,1632.83,0,1337,345229.37,16932.45,7772.27,10401.13,92124.27,119343.54,94687.81,17944.80
647155035,era2,midrise,6077.96,1,1337,1285063.73,63028.45,28931.09,38716.61,342918.50,444238.10,352460.90,66796.78
647155036,era3,midrise,6890.17,1,1337,1036350.02,19430.28,22530.86,3376.18,148483.16,161918.99,102456.83,13366.93
647155037,era2,lowrise,9989.02,1,1337,2111978.57,103586.14,47547.74,63630.06,563580.51,730097.47,579263.27,109779.33
647155038,era2,lowrise,1847.33,0,1337,390580.18,19156.81,8793.29,11767.49,104226.36,135021.35,107126.67,20302.16
647155043,era3,lowrise,3885.14,1,1337,584363.29,10956.09,12704.41,1903.72,83724.77,91300.79,57772.03,7537.17
647155044,era2,lowrise,15404.15,1,1337,3256900.19,159741.04,73323.75,98124.44,869102.14,1125889.32,893286.66,169291.61
647155045,era2,lowrise,2812.01,1,1337,594544.31,29160.54,13385.17,17912.50,158653.60,205529.81,163068.46,30903.99
647155046,era3,lowrise,3130.06,1,1337,470793.03,8826.77,10235.30,1533.73,67452.79,73556.41,46543.99,6072.32
647155047,era3,lowrise,1436.60,0,1337,216078.88,4051.21,4697.68,703.93,30958.73,33760.10,21362.24,2787.00
647161211,era2,midrise,1657.31,0,1378,350405.54,17186.30,7888.80,10557.06,93505.43,121132.79,96107.41,18213.84
647165406,era3,midrise,1517.08,0,1337,228183.61,4278.17,4960.85,743.37,32693.07,35651.38,22558.98,2943.14
647165407,era3,highrise,2973.99,1,1337,447317.95,8386.65,9724.95,1457.26,64089.48,69888.76,44223.23,5769.54
647165408,era3,highrise,3755.91,1,1337,564926.18,10591.67,12281.83,1840.40,80939.86,88263.88,55850.38,7286.47
647165409,era2,highrise,3111.66,1,1337,657897.31,32267.91,14811.50,19821.27,175559.86,227431.23,180445.16,34197.14
647165410,era3,highrise,3120.14,1,1337,469300.05,8798.79,10202.86,1528.87,67239.02,73323.29,46396.48,6053.07
647165411,era3,highrise,3097.19,1,1337,465848.75,8734.08,10127.81,1517.62,66744.44,72783.96,46055.22,6008.55
647165412,era2,midrise,3068.78,1,1337,648832.62,31823.25,14607.39,19548.13,173140.57,224297.13,177958.55,33725.89
647165413,era2,midrise,238.23,0,1337,50369.67,2470.45,1133.97,1517.53,13440.94,17412.23,13814.96,2618.15
647165414,era3,midrise,3131.96,1,1337,471078.85,8832.13,10241.51,1534.66,67493.74,73601.06,46572.25,6076.00
647165415,era3,midrise,3117.95,1,1337,468970.92,8792.62,10195.70,1527.80,67191.82,73271.82,46363.92,6048.82
647165416,era3,highrise,3163.52,1,1337,475825.65,8921.13,10344.71,1550.12,68173.86,74342.72,47041.54,6137.23
647165417,era3,highrise,3368.12,1,1337,506598.51,9498.10,11013.75,1650.38,72582.99,79150.82,50083.94,6534.15
647166996,era3,midrise,2400.57,0,1337,361069.86,6769.61,7849.86,1176.28,51732.28,56413.40,35696.48,4657.11
647166997,era3,midrise,630.11,0,1337,94775.50,1776.91,2060.46,308.75,13578.87,14807.59,9369.74,1222.41
647166998,era3,midrise,2891.95,1,1337,434978.61,8155.30,9456.68,1417.06,62321.52,67960.82,43003.30,5610.38
647166999,era3,midrise,1790.99,0,1337,269382.16,5050.59,5856.54,877.59,38595.83,42088.26,26632.02,3474.52
647167000,era3,midrise,2624.90,0,1337,394810.72,7402.22,8583.42,1286.20,56566.59,61685.15,39032.26,5092.31
647167002,era3,midrise,2329.74,0,1337,350416.46,6569.87,7618.25,1141.57,50205.90,54748.89,34643.23,4519.70
647167003,era3,midrise,3154.88,1,1337,474525.88,8896.76,10316.46,1545.89,67987.66,74139.68,46913.07,6120.47
647167004,era2,lowrise,3145.55,1,1378,665062.66,32619.35,14972.82,20037.15,177471.93,229908.25,182410.44,34569.59
647168219,era3,midrise,2204.46,0,1337,331573.57,6216.58,7208.58,1080.19,47506.11,51804.81,32780.32,4276.65
647168220,era3,midrise,846.24,0,1337,127282.89,2386.40,2767.20,414.66,18236.47,19886.64,12583.59,1641.71
647168221,era3,midrise,2280.79,0,1337,343053.84,6431.83,7458.18,1117.59,49151.02,53598.57,33915.35,4424.73
647168222,era3,midrise,687.48,0,1337,103403.54,1938.69,2248.06,336.87,14815.19,16155.78,10222.83,1333.71
647168223,era3,midrise,1981.32,0,1337,298009.62,5587.32,6478.92,970.85,42697.45,46561.02,29462.23,3843.76
647168224,era3,midrise,2163.51,0,1336,325414.12,6101.10,7074.68,1060.12,46623.64,50842.49,32171.39,4197.21
647168225,era3,midrise,2154.07,0,1337,323993.84,6074.48,7043.81,1055.49,46420.21,50620.65,32031.02,4178.90
647168226,era3,midrise,2133.15,0,1337,320846.61,6015.48,6975.40,1045.24,45969.38,50129.03,31719.94,4138.31
647168227,era3,midrise,2235.16,0,1337,336190.84,6303.15,7308.97,1095.23,48167.70,52526.26,33236.83,4336.21
647168228,era3,midrise,1780.10,0,1337,267745.33,5019.88,5820.93,872.25,38361.15,41832.35,26470.09,3453.39
647168229,era3,midrise,3476.83,1,1378,522949.70,9804.66,11369.23,1703.65,74925.69,81705.51,51700.46,6745.05
647168230,era3,midrise,1040.52,0,1337,156504.23,2934.27,3402.50,509.85,22423.21,24452.22,15472.53,2018.61
647168231,era3,midrise,2981.41,1,1378,448433.22,8407.58,9749.21,1460.89,64249.39,70063.13,44333.57,5783.94
647168232,era2,lowrise,2791.68,1,1378,590245.07,28949.72,13288.40,17783.00,157506.59,204043.89,161889.52,30680.56
647168233,era2,lowrise,2781.98,1,1378,588194.17,28849.13,13242.22,17721.21,156959.31,203334.92,161327.02,30573.96
647168712,era3,midrise,2102.55,0,1336,316244.32,5929.19,6875.34,1030.25,45309.95,49409.93,31264.92,4078.95
647168713,era2,lowrise,2143.33,0,1336,453165.04,22226.33,10202.25,13653.01,120926.68,156655.99,124291.71,23555.20
647168714,era2,lowrise,2270.79,0,1336,480112.63,23548.09,10808.96,14464.93,128117.97,165972.04,131683.11,24955.98
647168715,era2,lowrise,2311.55,0,1336,488731.38,23970.77,11002.98,14724.57,130417.65,168951.19,134046.78,25403.93
647168716,era2,lowrise,2353.72,0,1336,497646.66,24408.08,11203.71,14993.20,132796.88,172033.39,136492.22,25867.38
647168717,era2,lowrise,2338.93,0,1336,494520.26,24254.70,11133.31,14898.98,131962.43,170952.39,135634.55,25704.84
647168718,era2,lowrise,1500.89,0,1336,317333.26,15564.23,7144.24,9560.67,84680.21,109700.05,87036.61,16494.78
647168719,era2,lowrise,2421.67,0,1336,512014.55,25112.72,11527.15,15426.04,136630.62,176999.86,140432.64,26614.15
647168720,era2,lowrise,1399.93,0,1377,295986.41,14517.27,6663.67,8917.55,78984.05,102320.88,81181.94,15385.23
647168721,era2,lowrise,1490.72,0,1377,315182.27,15458.77,7095.83,9495.89,84106.42,108956.72,86446.85,16383.01
647168722,era2,lowrise,1367.45,0,1377,289120.93,14180.46,6509.06,8710.66,77151.53,99946.92,79298.43,15028.28
647168723,era3,midrise,1536.32,0,1377,231077.78,4332.42,5023.77,752.80,33107.70,36103.52,22845.08,2980.46
647168724,era3,midrise,1622.77,0,1377,244081.13,4576.21,5306.46,795.16,34970.69,38135.10,24130.59,3148.17
647168726,era2,lowrise,2222.74,0,1336,469953.55,23049.81,10580.24,14158.85,125406.99,162460.07,128896.69,24427.91
647168727,era2,lowrise,2305.28,0,1336,487406.39,23905.75,10973.13,14684.63,130063.90,168492.92,133683.19,25335.03
647168728,era2,lowrise,2451.91,0,1336,518406.76,25426.31,11671.09,15618.67,138336.76,179210.10,142186.26,26946.49
647168729,era2,lowrise,2479.66,0,1336,524274.89,25714.07,11803.18,15795.43,139902.42,181238.35,143795.48,27251.46
647171101,era2,midrise,3242.46,1,1336,685552.40,33624.31,15434.11,20654.47,182939.59,236991.40,188030.26,35634.64
647171102,era2,midrise,3213.91,1,1336,679517.06,33328.25,15298.21,20472.61,181328.80,234904.68,186374.64,35320.87
647171103,era2,midrise,4573.09,1,1336,966888.39,47422.94,21767.91,29130.58,258013.74,334247.15,265193.49,50258.26
647171104,era2,midrise,1797.14,0,1336,379968.55,18636.34,8554.39,11447.78,101394.64,131352.96,104216.15,19750.57
647171105,era2,midrise,1938.17,0,1336,409786.47,20098.82,9225.69,12346.14,109351.55,141660.85,112394.48,21300.49
647171106,era2,midrise,4070.38,1,1336,860600.02,42209.84,19375.01,25928.32,229650.84,297504.07,236041.34,44733.48
647171107,era2,midrise,1426.00,0,1336,301499.58,14787.62,6787.76,9083.62,80454.92,104226.34,82693.74,15671.74
647171108,era2,lowrise,9099.42,1,1336,1923890.81,94360.99,43313.24,57963.31,513389.28,665076.61,527675.37,100002.63
647171109,era2,midrise,1681.52,0,1336,355523.70,17437.36,8004.04,10711.28,94871.36,122902.30,97511.34,18479.90
647171110,era2,midrise,1928.99,0,1336,407845.72,20003.63,9181.99,12287.67,108833.62,140989.88,111862.13,21199.60
647171111,era2,midrise,1928.42,0,1336,407726.89,19997.72,9179.28,12284.04,108801.46,140948.22,111829.08,21193.34
647171112,era2,midrise,1443.55,0,1336,305209.41,14969.61,6871.30,9195.41,81445.09,105509.07,83711.46,15864.61
647171113,era2,midrise,5085.80,1,1336,1075290.63,52739.75,24208.41,32396.55,286940.84,371721.12,294925.54,55892.94
647171114,era2,midrise,3729.90,1,1336,788613.01,38679.06,17754.32,23759.46,210440.96,272618.39,216296.90,40991.60
647171115,era2,midrise,5189.00,1,1336,1097109.83,53809.93,24699.64,33053.93,292763.38,379264.01,300910.11,57027.11
647171116,era2,midrise,1100.45,0,1336,232667.47,11411.67,5238.14,7009.87,62087.39,80431.89,63815.10,12093.95
647171117,era3,midrise,3504.09,1,1336,527049.97,9881.53,11458.37,1717.00,75513.14,82346.12,52105.82,6797.93
647173318,era2,lowrise,1534.54,0,1378,324447.00,15913.18,7304.41,9775.02,86578.75,112159.53,88987.97,16864.59
647173320,era2,lowrise,2911.70,1,1378,615620.31,30194.33,13859.69,18547.53,164278.11,212816.15,168849.48,31999.58
647173322,era2,lowrise,1595.60,0,1378,337356.69,16546.37,7595.06,10163.97,90023.75,116622.40,92528.84,17535.64
647173323,era2,lowrise,1359.90,0,1378,287524.11,14102.16,6473.12,8662.56,76725.56,99395.09,78860.60,14945.30
647173325,era2,lowrise,1571.63,0,1378,332290.32,16297.80,7480.96,10011.28,88671.36,114870.44,91138.82,17272.21
647173326,era2,lowrise,1326.54,0,1378,280471.34,13756.22,6314.33,8450.06,74843.39,96956.81,76926.05,14578.67
647173328,era2,lowrise,1419.11,0,1378,300042.55,14716.17,6754.96,9039.73,80066.19,103722.75,82294.19,15596.02
647173330,era2,lowrise,1435.09,0,1378,303420.10,14881.88,6831.03,9141.52,80967.78,104890.73,83220.87,15771.64
647173332,era2,lowrise,2028.32,0,1378,428848.47,21033.68,9654.80,12920.40,114437.81,148249.91,117622.28,22291.24
647173334,era2,lowrise,10285.72,1,1378,2174710.58,106662.92,48960.03,65520.04,580320.32,751783.27,596468.90,113040.06
647173897,era2,lowrise,10515.40,1,1378,2223270.07,109044.70,50053.30,66983.10,593278.87,768570.59,609788.05,115564.25
647173898,era2,lowrise,2856.97,1,1378,604048.74,29626.78,13599.18,18198.90,161190.25,208815.94,165675.69,31398.10
647173900,era2,lowrise,1753.39,0,1378,370719.32,18182.65,8346.14,11169.09,98926.26,128155.28,101679.09,19269.76
647173902,era2,lowrise,2479.59,0,1378,524259.98,25713.35,11802.85,15794.99,139898.47,181233.23,143791.42,27250.69
647173904,era2,lowrise,1762.12,0,1378,372565.96,18273.18,8387.69,11224.70,99418.81,128793.35,102185.34,19365.70
647173905,era2,lowrise,2552.91,0,1378,539761.53,26473.68,12151.85,16262.04,144035.18,186592.19,148043.25,28056.48
647181204,era2,lowrise,2103.08,0,1378,444654.21,21808.94,10010.66,13396.62,118655.77,153714.12,121957.61,23112.85
647181205,era2,lowrise,2247.92,0,1378,475276.73,23310.93,10700.10,14319.25,126827.65,164300.47,130356.88,24704.64
647181206,era2,lowrise,2525.52,0,1378,533970.02,26189.64,12021.48,16087.56,142489.84,184590.26,146454.90,27755.46
647181207,era2,midrise,2802.34,1,1378,592498.29,29060.27,13339.14,17850.91,158108.02,204823.03,162507.70,30797.72
647181208,era2,midrise,1459.23,0,1378,308524.43,15132.22,6945.93,9295.30,82329.76,106655.12,84620.75,16036.94
647181209,era2,midrise,1402.19,0,1378,296465.95,14540.71,6674.42,8931.95,79111.56,102486.07,81313.00,15410.07
647181210,era2,midrise,1480.23,0,1377,312965.57,15349.99,7045.89,9429.07,83514.58,108190.01,85838.54,16267.73
647181211,era2,midrise,1371.33,0,1377,289940.33,14220.69,6527.53,8735.37,77370.44,100230.51,79523.43,15070.92
647181212,era2,midrise,1261.65,0,1378,266750.63,13083.31,6005.45,8036.71,71182.29,92214.00,73163.08,13865.53
647181213,era2,midrise,1424.66,0,1378,301215.86,14773.72,6781.38,9075.08,80379.32,104128.40,82616.03,15657.01
647181214,era2,midrise,1677.12,0,1378,354593.19,17391.73,7983.09,10683.25,94623.11,122580.70,97256.19,18431.55
647181215,era2,lowrise,2125.79,0,1378,449456.23,22044.44,10118.76,13541.28,119937.07,155373.99,123274.56,23362.43
647181216,era2,lowrise,2184.84,0,1378,461941.13,22656.79,10399.84,13917.43,123268.67,159689.96,126698.87,24011.39
647181217,era2,lowrise,2162.25,0,1378,457164.54,22422.53,10292.31,13773.53,121994.15,158038.85,125388.88,23763.13
647181218,era2,lowrise,3725.35,1,1378,787650.44,38631.88,17732.67,23730.48,210184.25,272285.83,216033.05,40941.60
647181219,era2,midrise,6731.05,1,1377,1423146.28,69800.99,32039.80,42876.79,379765.84,491972.44,390333.59,73974.24
647190247,era2,midrise,11000.52,1,1377,2325839.37,114075.39,52362.48,70073.31,620649.34,804028.01,637920.15,120895.71
647190249,era2,midrise,3873.83,1,1418,819044.56,40171.62,18439.43,24676.30,218561.49,283138.23,224643.40,42573.39
647190251,era2,midrise,1506.21,0,1377,318458.24,15619.40,7169.56,9594.56,84980.37,110088.89,87345.12,16553.25
647190253,era2,midrise,1547.48,0,1378,327183.74,16047.37,7366.00,9857.45,87308.82,113105.31,89738.37,17006.81
647190254,era2,midrise,1511.88,0,1378,319655.95,15678.20,7196.55,9630.68,85300.27,110503.31,87673.92,16615.56
647190256,era2,lowrise,1478.22,0,1378,312539.01,15329.14,7036.33,9416.26,83401.17,108043.10,85721.98,16245.64
647190257,era2,lowrise,2366.52,0,1378,500353.46,24540.81,11264.64,15074.73,133519.06,172968.95,137234.49,26008.05
647190258,era2,midrise,1344.85,0,1419,284342.64,13946.09,6401.49,8566.69,75876.44,98295.09,77987.85,14779.90
647190260,era2,midrise,1649.02,0,1418,348653.33,17100.34,7849.34,10504.26,93037.71,120526.87,95626.67,18122.73
647190262,era2,lowrise,1935.76,0,1378,409278.41,20073.83,9214.22,12330.79,109215.58,141484.70,112254.72,21274.00
647190263,era2,midrise,1665.08,0,1419,352048.20,17266.88,7925.78,10606.56,93943.81,121700.70,96557.99,18299.23
647190265,era2,midrise,1699.70,0,1419,359368.39,17625.89,8090.57,10827.09,95897.07,124231.07,98565.60,18679.70
647190267,era2,midrise,1706.61,0,1419,360829.58,17697.55,8123.46,10871.11,96286.94,124736.12,98966.31,18755.64
647190268,era2,midrise,2335.11,0,1378,493713.32,24215.09,11115.12,14874.65,131746.91,170673.19,135413.03,25662.86
647193253,era1,lowrise,2411.39,0,1334,629879.10,44586.60,24475.61,26235.92,215915.86,296287.49,233036.73,46515.71
647193254,era1,lowrise,1197.89,0,1334,312899.72,22148.99,12158.58,13033.04,107259.07,147184.74,115764.09,23107.30
647193255,era1,lowrise,3226.74,1,1334,842855.72,59662.42,32751.41,35106.93,288922.30,396469.54,311832.15,62243.81
647193256,era1,lowrise,1152.29,0,1375,300989.21,21305.84,11695.74,12536.92,103176.05,141581.87,111357.31,22227.67
647193257,era1,lowrise,2449.64,0,1334,639870.45,45293.84,24863.85,26652.08,219340.77,300987.27,236733.21,47253.56
647193258,era1,lowrise,1733.84,0,1334,452897.24,32058.70,17598.48,18864.18,155248.03,213036.92,167558.30,33445.77
647193259,era1,lowrise,6094.57,1,1334,1591962.99,112688.60,61859.89,66308.92,545707.80,748839.82,588979.24,117564.26
647193260,era1,lowrise,1664.05,0,1334,434667.34,30768.28,16890.11,18104.86,148999.04,204461.82,160813.79,32099.52
647193261,era1,lowrise,1559.86,0,1334,407451.04,28841.81,15832.58,16971.28,139669.86,191660.00,150744.87,30089.70
647193262,era1,lowrise,1257.97,0,1375,328594.38,23259.87,12768.40,13686.71,112638.63,154566.77,121570.22,24266.24
647193263,era1,lowrise,2385.38,0,1334,623085.63,44105.68,24211.61,25952.93,213586.93,293091.64,230523.12,46013.98
647193264,era1,lowrise,1218.12,0,1375,318186.02,22523.04,12363.92,13253.15,109070.46,149670.40,117719.12,23497.53
647193265,era1,lowrise,828.30,0,1375,216360.08,15315.27,8407.24,9011.90,74165.98,101773.22,80046.91,15977.91
647193266,era1,lowrise,768.03,0,1375,200618.13,14200.87,7795.50,8356.17,68769.41,94367.85,74222.42,14815.30
647193267,era1,lowrise,1313.38,0,1375,343067.21,24284.40,13330.81,14289.57,117600.05,161375.00,126925.04,25335.10
647193268,era1,lowrise,514.27,0,1375,134332.68,9508.85,5219.84,5595.26,46047.74,63188.35,49699.05,9920.27
647193269,era1,lowrise,1367.05,0,1334,357087.76,25276.75,13875.56,14873.50,122405.66,167969.43,132111.71,26370.39
647193270,era1,lowrise,1105.94,0,1375,288882.69,20448.83,11225.29,12032.63,99025.87,135886.85,106878.04,21333.58
647193271,era1,lowrise,2966.52,1,1333,774884.77,54850.95,30110.18,32275.74,265622.20,364496.31,286684.49,57224.17
647193272,era1,lowrise,30704.07,1,1334,8020210.96,567718.25,311646.31,334060.28,2749242.43,3772609.08,2967241.32,592281.51
647193624,era3,lowrise,62891.95,1,746,9459578.51,177355.30,205656.68,30817.06,1355321.52,1477960.82,935203.30,122010.38
647193967,era1,lowrise,2985.18,1,1333,779758.16,55195.98,30299.58,32478.76,267293.02,366789.07,288487.80,57584.12
647193968,era1,lowrise,9042.65,1,1333,2362030.01,167198.60,91782.90,98384.03,809678.88,1111070.41,873881.70,174432.72
647193969,era1,lowrise,11097.63,1,1333,2898813.08,205195.18,112640.94,120742.21,993681.79,1363565.80,1072474.96,214073.28
647193970,era1,lowrise,3239.11,1,1333,846088.41,59891.14,32876.97,35241.52,290029.91,397989.45,313027.59,62482.43
647193971,era1,lowrise,1810.28,0,1374,472864.37,33472.08,18374.34,19695.85,162092.47,222429.10,174945.46,34920.30
647193972,era1,lowrise,1145.59,0,1374,299239.93,21181.96,11627.74,12464.02,102576.13,140758.64,110709.82,22098.43
647193973,era1,lowrise,820.21,0,1374,214247.67,15165.68,8325.13,8923.88,73441.60,100779.20,79265.09,15821.85
647193974,era1,lowrise,549.17,0,1374,143447.99,10154.15,5574.08,5974.97,49172.68,67476.52,53071.79,10593.49
647193975,era1,lowrise,1690.18,0,1333,441492.73,31251.43,17155.33,18389.16,151338.72,207672.42,163339.00,32603.57
647193976,era1,lowrise,1421.39,0,1333,371282.23,26281.50,14427.11,15464.72,127271.26,174646.19,137363.13,27418.61
647197043,era1,lowrise,21052.98,1,1332,5499249.51,389269.60,213687.75,229056.42,1885083.83,2586779.65,2034559.99,406111.98
647197044,era1,lowrise,2603.71,0,1332,680114.05,48142.60,26427.66,28328.36,233136.19,319917.85,251622.53,50225.57
647197045,era1,lowrise,875.83,0,1332,228776.79,16194.10,8889.67,9529.03,78421.82,107613.23,84640.21,16894.76
647197046,era1,lowrise,794.08,0,1332,207420.61,14682.54,8059.91,8639.59,71101.92,97568.61,76739.89,15317.80
647197047,era1,lowrise,1408.49,0,1332,367912.88,26042.98,14296.17,15324.37,126116.19,173061.17,136116.47,27169.77
647197048,era1,lowrise,1438.25,0,1332,375685.38,26593.24,14598.24,15648.16,128780.90,176717.78,138992.48,27743.84
647197049,era1,lowrise,1963.11,0,1373,512784.49,36297.90,19925.57,21358.64,175776.87,241207.33,189714.95,37868.39
647197050,era1,lowrise,7292.28,1,1373,1904815.33,134834.26,74016.64,79340.01,652950.75,896002.44,704725.94,140668.08
647198629,era1,lowrise,693.66,0,1373,181190.27,12825.77,7040.65,7547.02,62110.32,85230.00,67035.30,13380.70
647198631,era1,lowrise,6261.94,1,1332,1635682.27,115783.27,63558.69,68129.91,560694.11,769404.57,605153.88,120792.82
647199192,era1,lowrise,4933.50,1,1332,1288680.55,91220.41,50075.02,53676.48,441745.59,606179.14,476773.44,95167.21
647199673,era2,lowrise,3787.81,1,787,800856.00,39279.59,18029.98,24128.35,213708.24,276851.03,219655.10,41628.03
647199674,era2,lowrise,3396.87,1,787,718199.88,35225.54,16169.10,21638.06,191651.41,248277.23,196984.49,37331.60
647199676,era2,lowrise,2348.99,0,787,496646.11,24359.03,11181.19,14963.07,132530.02,171687.68,136217.93,25815.40
